sku,nombre_estandarizado,grupo_general,grupo_especializado,marca,modelo,descripcion_tecnica,capacidad,voltaje,refrigerante,tipo_operacion,seer,observaciones_equivalencia,proveedor_original,sku_original,precio_referencia,unidad
AC-AIS-17C1,Aislamiento Térmico K-Flex 6RX068318 3 1/8 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068318 3 1/8 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068318 3 1/8 X 3/4,Grupo Coresa,COR-181201-00004764,354.95,Pieza
AC-AIS-E532,Aislamiento Térmico K-Flex 6RX068318 3 1/8 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068318 3 1/8 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068318 3 1/8 X 3/4,Grupo Coresa,COR-181201-00004764,354.95,Pieza
AC-AIS-AB01,Aislamiento Térmico K-Flex 6RXL038058 5/8 X 3/8 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXL038058 5/8 X 3/8 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXL038058 5/8 X 3/8 Abierto,Grupo Coresa,COR-181201-00004864,67.96,Pieza
AC-AIS-E90C,Aislamiento Térmico K-Flex 6RXL038058 5/8 X 3/8 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXL038058 5/8 X 3/8 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXL038058 5/8 X 3/8 Abierto,Grupo Coresa,COR-181201-00004864,67.96,Pieza
AC-AIS-834B,Aislamiento Térmico K-Flex 6RXL038158 1 5/8 X 3/8 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXL038158 1 5/8 X 3/8 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXL038158 1 5/8 X 3/8 Abierto,Grupo Coresa,COR-181201-00004964,129.57,Pieza
AC-AIS-452F,Aislamiento Térmico K-Flex 6RXL038158 1 5/8 X 3/8 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXL038158 1 5/8 X 3/8 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXL038158 1 5/8 X 3/8 Abierto,Grupo Coresa,COR-181201-00004964,129.57,Pieza
AC-AIS-9E76,Placa K-Flex 6RSX3X4048,Accesorios e Insumos,Aislamiento,Genérica,,Placa K-Flex 6RSX3X4048,,,,,,Placa K-Flex 6RSX3X4048,Grupo Coresa,COR-181201-00005074,327.11,Pieza
AC-AIS-3B43,Placa K-Flex 6RSX3X4048,Accesorios e Insumos,Aislamiento,Genérica,,Placa K-Flex 6RSX3X4048,,,,,,Placa K-Flex 6RSX3X4048,Grupo Coresa,COR-181201-00005074,327.11,Pieza
AC-AIS-2E64,Aislamiento Térmico K-Flex 6RX048038 3/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048038 3/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048038 3/8 X 1/2,Grupo Coresa,COR-181201-00005364,46.7,Pieza
AC-AIS-AC2F,Aislamiento Térmico K-Flex 6RX048038 3/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048038 3/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048038 3/8 X 1/2,Grupo Coresa,COR-181201-00005364,46.7,Pieza
AC-AIS-7159,Aislamiento Térmico K-Flex 6RX038058 5/8 X 3/8,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX038058 5/8 X 3/8,,,,,,Aislamiento Térmico K-Flex 6RX038058 5/8 X 3/8,Grupo Coresa,COR-181201-00005464,37.27,Pieza
AC-AIS-829F,Aislamiento Térmico K-Flex 6RX038058 5/8 X 3/8,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX038058 5/8 X 3/8,,,,,,Aislamiento Térmico K-Flex 6RX038058 5/8 X 3/8,Grupo Coresa,COR-181201-00005464,37.27,Pieza
AC-AIS-DA49,Aislamiento Térmico K-Flex 6RX100138 1 3/8 X 1,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX100138 1 3/8 X 1,,,,,,Aislamiento Térmico K-Flex 6RX100138 1 3/8 X 1,Grupo Coresa,COR-181201-00005564,286.32,Pieza
AC-AIS-A4C5,Aislamiento Térmico K-Flex 6RX100138 1 3/8 X 1,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX100138 1 3/8 X 1,,,,,,Aislamiento Térmico K-Flex 6RX100138 1 3/8 X 1,Grupo Coresa,COR-181201-00005564,286.32,Pieza
AC-AIS-F5FA,Aislamiento Térmico K-Flex 6RX048218 2 1/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048218 2 1/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048218 2 1/8 X 1/2,Grupo Coresa,COR-181201-00005664,117.51,Pieza
AC-AIS-AF4E,Aislamiento Térmico K-Flex 6RX048218 2 1/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048218 2 1/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048218 2 1/8 X 1/2,Grupo Coresa,COR-181201-00005664,117.51,Pieza
AC-AIS-59FF,Aislamiento Térmico K-Flex 6RX100418 4 1/8 X 1,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX100418 4 1/8 X 1,,,,,,Aislamiento Térmico K-Flex 6RX100418 4 1/8 X 1,Grupo Coresa,COR-181201-00005764,928.49,Pieza
AC-AIS-B0FE,Aislamiento Térmico K-Flex 6RX100418 4 1/8 X 1,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX100418 4 1/8 X 1,,,,,,Aislamiento Térmico K-Flex 6RX100418 4 1/8 X 1,Grupo Coresa,COR-181201-00005764,928.49,Pieza
AC-AIS-ACA6,Aislamiento Térmico K-Flex 6RXLO048078 7/8 X 1/2 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO048078 7/8 X 1/2 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO048078 7/8 X 1/2 Abierto,Grupo Coresa,COR-181201-00005864,103.24,Pieza
AC-AIS-DD45,Aislamiento Térmico K-Flex 6RXLO048078 7/8 X 1/2 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO048078 7/8 X 1/2 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO048078 7/8 X 1/2 Abierto,Grupo Coresa,COR-181201-00005864,103.24,Pieza
AC-AIS-657B,Aislamiento Térmico K-Flex 6RXLO048218 2 1/8 X 1/2 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO048218 2 1/8 X 1/2 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO048218 2 1/8 X 1/2 Abierto,Grupo Coresa,COR-181201-00005964,206.09,Pieza
AC-AIS-1C99,Aislamiento Térmico K-Flex 6RXLO048218 2 1/8 X 1/2 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO048218 2 1/8 X 1/2 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO048218 2 1/8 X 1/2 Abierto,Grupo Coresa,COR-181201-00005964,206.09,Pieza
AC-AIS-A340,Placa K-Flex 6RSX3X4068,Accesorios e Insumos,Aislamiento,Genérica,,Placa K-Flex 6RSX3X4068,,,,,,Placa K-Flex 6RSX3X4068,Grupo Coresa,COR-181201-00006074,492.41,Pieza
AC-AIS-3BF4,Placa K-Flex 6RSX3X4068,Accesorios e Insumos,Aislamiento,Genérica,,Placa K-Flex 6RSX3X4068,,,,,,Placa K-Flex 6RSX3X4068,Grupo Coresa,COR-181201-00006074,492.41,Pieza
AC-AIS-C3DF,Aislamiento Térmico K-Flex 6RX068038 3/8 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068038 3/8 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068038 3/8 X 3/4,Grupo Coresa,COR-181201-00006364,72.13,Pieza
AC-AIS-9D53,Aislamiento Térmico K-Flex 6RX068038 3/8 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068038 3/8 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068038 3/8 X 3/4,Grupo Coresa,COR-181201-00006364,72.13,Pieza
AC-AIS-6337,Aislamiento Térmico K-Flex 6RX100078 7/8 X1,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX100078 7/8 X1,,,,,,Aislamiento Térmico K-Flex 6RX100078 7/8 X1,Grupo Coresa,COR-181201-00006464,196.65,Pieza
AC-AIS-D8DD,Aislamiento Térmico K-Flex 6RX100078 7/8 X1,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX100078 7/8 X1,,,,,,Aislamiento Térmico K-Flex 6RX100078 7/8 X1,Grupo Coresa,COR-181201-00006464,196.65,Pieza
AC-AIS-65B1,Aislamiento Térmico K-Flex 6RX048138 1 3/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048138 1 3/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048138 1 3/8 X 1/2,Grupo Coresa,COR-181201-00006564,77.4,Pieza
AC-AIS-2BDB,Aislamiento Térmico K-Flex 6RX048138 1 3/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048138 1 3/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048138 1 3/8 X 1/2,Grupo Coresa,COR-181201-00006564,77.4,Pieza
AC-AIS-029F,Aislamiento Térmico K-Flex 6RX068218 2 1/8 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068218 2 1/8 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068218 2 1/8 X 3/4,Grupo Coresa,COR-181201-00006664,242.27,Pieza
AC-AIS-BCDA,Aislamiento Térmico K-Flex 6RX068218 2 1/8 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068218 2 1/8 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068218 2 1/8 X 3/4,Grupo Coresa,COR-181201-00006664,242.27,Pieza
AC-AIS-C22D,Aislamiento Térmico K-Flex 6RX048418 4 1/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048418 4 1/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048418 4 1/8 X 1/2,Grupo Coresa,COR-181201-00006764,236.11,Pieza
AC-AIS-DE3C,Aislamiento Térmico K-Flex 6RX048418 4 1/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048418 4 1/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048418 4 1/8 X 1/2,Grupo Coresa,COR-181201-00006764,236.11,Pieza
AC-AIS-05C7,Aislamiento Térmico K-Flex 6RXL038078 7/8 X 3/8 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXL038078 7/8 X 3/8 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXL038078 7/8 X 3/8 Abierto,Grupo Coresa,COR-181201-00006864,82.43,Pieza
AC-AIS-71B1,Aislamiento Térmico K-Flex 6RXL038078 7/8 X 3/8 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXL038078 7/8 X 3/8 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXL038078 7/8 X 3/8 Abierto,Grupo Coresa,COR-181201-00006864,82.43,Pieza
AC-AIS-41F9,Aislamiento Térmico K-Flex 6RXLO068218 2 1/8 X 3/4 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO068218 2 1/8 X 3/4 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO068218 2 1/8 X 3/4 Abierto,Grupo Coresa,COR-181201-00006964,207.34,Pieza
AC-AIS-4D75,Aislamiento Térmico K-Flex 6RXLO068218 2 1/8 X 3/4 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO068218 2 1/8 X 3/4 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO068218 2 1/8 X 3/4 Abierto,Grupo Coresa,COR-181201-00006964,207.34,Pieza
AC-AIS-22C0,Aislamiento Térmico K-Flex 6RX038038 3/8 X 3/8,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX038038 3/8 X 3/8,,,,,,Aislamiento Térmico K-Flex 6RX038038 3/8 X 3/8,Grupo Coresa,COR-181201-00007364,30.47,Pieza
AC-AIS-112C,Aislamiento Térmico K-Flex 6RX038038 3/8 X 3/8,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX038038 3/8 X 3/8,,,,,,Aislamiento Térmico K-Flex 6RX038038 3/8 X 3/8,Grupo Coresa,COR-181201-00007364,30.47,Pieza
AC-AIS-0DA5,Aislamiento Térmico K-Flex 6RX048078 7/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048078 7/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048078 7/8 X 1/2,Grupo Coresa,COR-181201-00007464,61.17,Pieza
AC-AIS-755F,Aislamiento Térmico K-Flex 6RX048078 7/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048078 7/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048078 7/8 X 1/2,Grupo Coresa,COR-181201-00007464,61.17,Pieza
AC-AIS-78DD,Aislamiento Térmico K-Flex 6RX038218 2 1/8 X 3/8,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX038218 2 1/8 X 3/8,,,,,,Aislamiento Térmico K-Flex 6RX038218 2 1/8 X 3/8,Grupo Coresa,COR-181201-00007664,90.99,Pieza
AC-AIS-5A0C,Aislamiento Térmico K-Flex 6RX038218 2 1/8 X 3/8,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX038218 2 1/8 X 3/8,,,,,,Aislamiento Térmico K-Flex 6RX038218 2 1/8 X 3/8,Grupo Coresa,COR-181201-00007664,90.99,Pieza
AC-AIS-765E,Aislamiento Térmico K-Flex 6RXLO100118 1 1/8 X 1 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO100118 1 1/8 X 1 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO100118 1 1/8 X 1 Abierto,Grupo Coresa,COR-181201-00007864,236.19,Pieza
AC-AIS-4820,Aislamiento Térmico K-Flex 6RXLO100118 1 1/8 X 1 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO100118 1 1/8 X 1 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO100118 1 1/8 X 1 Abierto,Grupo Coresa,COR-181201-00007864,236.19,Pieza
AC-AIS-769A,Aislamiento Térmico K-Flex 6RXL038218 2 1/8 X 3/8 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXL038218 2 1/8 X 3/8 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXL038218 2 1/8 X 3/8 Abierto,Grupo Coresa,COR-181201-00007964,159.6,Pieza
AC-AIS-A071,Aislamiento Térmico K-Flex 6RXL038218 2 1/8 X 3/8 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXL038218 2 1/8 X 3/8 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXL038218 2 1/8 X 3/8 Abierto,Grupo Coresa,COR-181201-00007964,159.6,Pieza
AC-AIS-B0CC,Aislamiento Térmico K-Flex 6RX048048 1/2 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048048 1/2 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048048 1/2 X 1/2,Grupo Coresa,COR-181201-00008364,49.76,Pieza
AC-AIS-C99B,Aislamiento Térmico K-Flex 6RX048048 1/2 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048048 1/2 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048048 1/2 X 1/2,Grupo Coresa,COR-181201-00008364,49.76,Pieza
AC-AIS-63C6,Aislamiento Térmico K-Flex 6RX068078 7/8 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068078 7/8 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068078 7/8 X 3/4,Grupo Coresa,COR-181201-00008464,101.07,Pieza
AC-AIS-5B77,Aislamiento Térmico K-Flex 6RX068078 7/8 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068078 7/8 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068078 7/8 X 3/4,Grupo Coresa,COR-181201-00008464,101.07,Pieza
AC-AIS-185E,Aislamiento Térmico K-Flex 6RX068138 1 3/8 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068138 1 3/8 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068138 1 3/8 X 3/4,Grupo Coresa,COR-181201-00008564,145.36,Pieza
AC-AIS-0391,Aislamiento Térmico K-Flex 6RX068138 1 3/8 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068138 1 3/8 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068138 1 3/8 X 3/4,Grupo Coresa,COR-181201-00008564,145.36,Pieza
AC-AIS-4853,Aislamiento Térmico K-Flex 6RX100258 2 5/8 X 1,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX100258 2 5/8 X 1,,,,,,Aislamiento Térmico K-Flex 6RX100258 2 5/8 X 1,Grupo Coresa,COR-181201-00008664,594.36,Pieza
AC-AIS-8C2B,Aislamiento Térmico K-Flex 6RX100258 2 5/8 X 1,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX100258 2 5/8 X 1,,,,,,Aislamiento Térmico K-Flex 6RX100258 2 5/8 X 1,Grupo Coresa,COR-181201-00008664,594.36,Pieza
AC-AIS-326C,Aislamiento Térmico K-Flex 6RXLO048118 1 1/8 X 1/2 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO048118 1 1/8 X 1/2 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO048118 1 1/8 X 1/2 Abierto,Grupo Coresa,COR-181201-00008864,115.72,Pieza
AC-AIS-0E7A,Aislamiento Térmico K-Flex 6RXLO048118 1 1/8 X 1/2 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO048118 1 1/8 X 1/2 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO048118 1 1/8 X 1/2 Abierto,Grupo Coresa,COR-181201-00008864,115.72,Pieza
AC-AIS-D0D6,Aislamiento Térmico K-Flex 6RXLO048238 2 3/8 X 1/2 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO048238 2 3/8 X 1/2 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO048238 2 3/8 X 1/2 Abierto,Grupo Coresa,COR-181201-00008964,200.29,Pieza
AC-AIS-7861,Aislamiento Térmico K-Flex 6RXLO048238 2 3/8 X 1/2 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO048238 2 3/8 X 1/2 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO048238 2 3/8 X 1/2 Abierto,Grupo Coresa,COR-181201-00008964,200.29,Pieza
AC-AIS-33EC,Aislamiento Térmico K-Flex 6RX068048 1/2 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068048 1/2 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068048 1/2 X 3/4,Grupo Coresa,COR-181201-00009364,83.31,Pieza
AC-AIS-E42C,Aislamiento Térmico K-Flex 6RX068048 1/2 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX068048 1/2 X 3/4,,,,,,Aislamiento Térmico K-Flex 6RX068048 1/2 X 3/4,Grupo Coresa,COR-181201-00009364,83.31,Pieza
AC-AIS-9150,Aislamiento Térmico K-Flex 6RX038138 1 3/8 X 3/8,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX038138 1 3/8 X 3/8,,,,,,Aislamiento Térmico K-Flex 6RX038138 1 3/8 X 3/8,Grupo Coresa,COR-181201-00009564,55.47,Pieza
AC-AIS-C47C,Aislamiento Térmico K-Flex 6RX038138 1 3/8 X 3/8,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX038138 1 3/8 X 3/8,,,,,,Aislamiento Térmico K-Flex 6RX038138 1 3/8 X 3/8,Grupo Coresa,COR-181201-00009564,55.47,Pieza
AC-AIS-1912,Aislamiento Térmico K-Flex 6RX048258 2 5/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048258 2 5/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048258 2 5/8 X 1/2,Grupo Coresa,COR-181201-00009664,171.01,Pieza
AC-AIS-9B24,Aislamiento Térmico K-Flex 6RX048258 2 5/8 X 1/2,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RX048258 2 5/8 X 1/2,,,,,,Aislamiento Térmico K-Flex 6RX048258 2 5/8 X 1/2,Grupo Coresa,COR-181201-00009664,171.01,Pieza
AC-AIS-46A5,Aislamiento Térmico K-Flex 6RXLO068118 1 1/8 X 3/4 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO068118 1 1/8 X 3/4 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO068118 1 1/8 X 3/4 Abierto,Grupo Coresa,COR-181201-00009864,226.26,Pieza
AC-AIS-EA1B,Aislamiento Térmico K-Flex 6RXLO068118 1 1/8 X 3/4 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO068118 1 1/8 X 3/4 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO068118 1 1/8 X 3/4 Abierto,Grupo Coresa,COR-181201-00009864,226.26,Pieza
AC-AIS-5581,Aislamiento Térmico K-Flex 6RXLO048258 2 5/8 X 1/2 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO048258 2 5/8 X 1/2 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO048258 2 5/8 X 1/2 Abierto,Grupo Coresa,COR-181201-00009964,324.92,Pieza
AC-AIS-2769,Aislamiento Térmico K-Flex 6RXLO048258 2 5/8 X 1/2 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO048258 2 5/8 X 1/2 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO048258 2 5/8 X 1/2 Abierto,Grupo Coresa,COR-181201-00009964,324.92,Pieza
TMP-4098671C,Thermasmart Owens Corning 642040 3 1/8 X 1 Largo 2 Mts,Otros,Otros,Genérica,,Thermasmart Owens Corning 642040 3 1/8 X 1 Largo 2 Mts,,,,,,Thermasmart Owens Corning 642040 3 1/8 X 1 Largo 2 Mts,Grupo Coresa,COR-190114-00004789,217.37,Pieza
TMP-32034E41,Thermasmart Owens Corning 642040 3 1/8 X 1 Largo 2 Mts,Otros,Otros,Genérica,,Thermasmart Owens Corning 642040 3 1/8 X 1 Largo 2 Mts,,,,,,Thermasmart Owens Corning 642040 3 1/8 X 1 Largo 2 Mts,Grupo Coresa,COR-190114-00004789,217.37,Pieza
AC-AIS-7207,Aislamiento Térmico K-Flex 6RXLO068418 4 1/8 X 3/4 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO068418 4 1/8 X 3/4 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO068418 4 1/8 X 3/4 Abierto,Grupo Coresa,COR-190403-00041301,483.04,Pieza
AC-AIS-4520,Aislamiento Térmico K-Flex 6RXLO068418 4 1/8 X 3/4 Abierto,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 6RXLO068418 4 1/8 X 3/4 Abierto,,,,,,Aislamiento Térmico K-Flex 6RXLO068418 4 1/8 X 3/4 Abierto,Grupo Coresa,COR-190403-00041301,483.04,Pieza
AC-AIS-CAAB,Aislamiento Térmico Aeroflex 48-1781 1 7/8 X 1,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico Aeroflex 48-1781 1 7/8 X 1,,,,,,Aislamiento Térmico Aeroflex 48-1781 1 7/8 X 1,Grupo Coresa,COR-200902-00051221,361.57,Pieza
AC-AIS-744A,Aislamiento Térmico Aeroflex 48-1781 1 7/8 X 1,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico Aeroflex 48-1781 1 7/8 X 1,,,,,,Aislamiento Térmico Aeroflex 48-1781 1 7/8 X 1,Grupo Coresa,COR-200902-00051221,361.57,Pieza
AC-AIS-759A,Aislamiento Térmico K-Flex 7PXL068348 3 1/2 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 7PXL068348 3 1/2 X 3/4,,,,,,Aislamiento Térmico K-Flex 7PXL068348 3 1/2 X 3/4,Grupo Coresa,COR-20220805-00089631,224.22,Pieza
AC-AIS-4B61,Aislamiento Térmico K-Flex 7PXL068348 3 1/2 X 3/4,Accesorios e Insumos,Aislamiento,Genérica,,Aislamiento Térmico K-Flex 7PXL068348 3 1/2 X 3/4,,,,,,Aislamiento Térmico K-Flex 7PXL068348 3 1/2 X 3/4,Grupo Coresa,COR-20220805-00089631,224.22,Pieza
AC-AIS-53A7,"Soporte K-Flex 800-PH-100218 2 1/8"" X 1""",Accesorios e Insumos,Aislamiento,Genérica,,"Soporte K-Flex 800-PH-100218 2 1/8"" X 1""",,,,,,"Soporte K-Flex 800-PH-100218 2 1/8"" X 1""",Grupo Coresa,COR-211127-00080231,234.96,Pieza
AC-AIS-F677,"Soporte K-Flex 800-PH-100218 2 1/8"" X 1""",Accesorios e Insumos,Aislamiento,Genérica,,"Soporte K-Flex 800-PH-100218 2 1/8"" X 1""",,,,,,"Soporte K-Flex 800-PH-100218 2 1/8"" X 1""",Grupo Coresa,COR-211127-00080231,234.96,Pieza
AC-AIS-08FF,"Soporte K-Flex 800-PH-100078 7/8"" X 1""",Accesorios e Insumos,Aislamiento,Genérica,,"Soporte K-Flex 800-PH-100078 7/8"" X 1""",,,,,,"Soporte K-Flex 800-PH-100078 7/8"" X 1""",Grupo Coresa,COR-211127-00090231,149.01,Pieza
