sku,nombre_estandarizado,grupo_general,grupo_especializado,marca,modelo,descripcion_tecnica,capacidad,voltaje,refrigerante,tipo_operacion,unidad,observaciones_equivalencia
EL-CAP-GEN-017,Capacitor de Trabajo 45+5 MFD 370V,EL,Capacitores,Genérico,45+5-370,Capacitor Trabajo 45+5 MFD 370V,45+5 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-018,Capacitor de Trabajo 8 MFD 370V,EL,Capacitores,Genérico,8-370,Capacitor Trabajo 8 MFD 370V,8 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-019,Capacitor de Arranque 100-125 MFD 220V,EL,Capacitores,Genérico,100-125-220,Capacitor Arranque 100-125 MFD 220V,100-125 MFD,220V,,Arranque,Pieza,
EL-CAP-GEN-020,Capacitor de Trabajo 17.5 MFD 370V,EL,Capacitores,Genérico,17.5-370,Capacitor Trabajo 17.5 MFD 370V,17.5 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-021,Capacitor de Trabajo 30 MFD 370V,EL,Capacitores,Genérico,30-370,Capacitor Trabajo 30 MFD 370V,30 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-022,Capacitor de Trabajo 5 MFD 370V,EL,Capacitores,Genérico,5-370,Capacitor Trabajo 5 MFD 370V,5 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-023,Capacitor de Trabajo 80 MFD 370V,EL,Capacitores,Genérico,80-370,Capacitor Trabajo 80 MFD 370V,80 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-024,Capacitor de Arranque 252-308 MFD,EL,Capacitores,Genérico,252-308,Capacitor Arranque 252-308 MFD,252-308 MFD,N/A,,Arranque,Pieza,
EL-CAP-GEN-025,Capacitor de Trabajo 2 MFD 370V,EL,Capacitores,Genérico,2-370,Capacitor Trabajo 2 MFD 370V,2 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-026,Capacitor de Trabajo 30+5 MFD 370V,EL,Capacitores,Genérico,30+5-370,Capacitor Trabajo 30+5 MFD 370V,30+5 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-027,Capacitor de Trabajo 50 MFD 370V,EL,Capacitores,Genérico,50-370,Capacitor Trabajo 50 MFD 370V,50 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-028,Capacitor de Trabajo 45+7.5 MFD 370V,EL,Capacitores,Genérico,45+7.5-370,Capacitor Trabajo 45+7.5 MFD 370V,45+7.5 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-029,Capacitor de Arranque 100-125 MFD 110V,EL,Capacitores,Genérico,100-125-110,Capacitor Arranque 100-125 MFD 110V,100-125 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-030,Capacitor de Arranque 270-324 MFD 110V,EL,Capacitores,Genérico,270-324-110,Capacitor Arranque 270-324 MFD 110V,270-324 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-031,Capacitor de Arranque 145-175 MFD 220V,EL,Capacitores,Genérico,145-175-220,Capacitor Arranque 145-175 MFD 220V,145-175 MFD,220V,,Arranque,Pieza,
EL-CAP-GEN-032,Capacitor de Trabajo 33 MFD 370V,EL,Capacitores,Genérico,33-370,Capacitor Trabajo 33 MFD 370V,33 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-033,Capacitor de Trabajo 55 MFD 370V,EL,Capacitores,Genérico,55-370,Capacitor Trabajo 55 MFD 370V,55 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-034,Capacitor de Arranque 108-130 MFD 110V,EL,Capacitores,Genérico,108-130-110,Capacitor Arranque 108-130 MFD 110V,108-130 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-035,Capacitor de Arranque 108-130 MFD 110V,EL,Capacitores,Genérico,108-130-110,Capacitor Arranque 108-130 MFD 110V,108-130 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-036,Capacitor de Arranque 161-193 MFD 220V,EL,Capacitores,Genérico,161-193-220,Capacitor Arranque 161-193 MFD 220V,161-193 MFD,220V,,Arranque,Pieza,
EL-CAP-GEN-037,Capacitor de Trabajo 20 MFD 370V,EL,Capacitores,Genérico,20-370,Capacitor Trabajo 20 MFD 370V,20 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-038,Capacitor de Trabajo 35 MFD 370V,EL,Capacitores,Genérico,35-370,Capacitor Trabajo 35 MFD 370V,35 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-039,Capacitor de Trabajo 55+5 MFD 370V,EL,Capacitores,Genérico,55+5-370,Capacitor Trabajo 55+5 MFD 370V,55+5 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-040,Capacitor de Arranque 124-149 MFD 110V,EL,Capacitores,Genérico,124-149-110,Capacitor Arranque 124-149 MFD 110V,124-149 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-041,Capacitor de Arranque 340-408 MFD 110V,EL,Capacitores,Genérico,340-408-110,Capacitor Arranque 340-408 MFD 110V,340-408 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-042,Capacitor de Arranque 233-280 MFD 220V,EL,Capacitores,Genérico,233-280-220,Capacitor Arranque 233-280 MFD 220V,233-280 MFD,220V,,Arranque,Pieza,
EL-CAP-GEN-043,Capacitor de Trabajo 20+4 MFD 370V,EL,Capacitores,Genérico,20+4-370,Capacitor Trabajo 20+4 MFD 370V,20+4 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-044,Capacitor de Trabajo 35+5 MFD 370V,EL,Capacitores,Genérico,35+5-370,Capacitor Trabajo 35+5 MFD 370V,35+5 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-045,Capacitor de Trabajo 6 MFD 370V,EL,Capacitores,Genérico,6-370,Capacitor Trabajo 6 MFD 370V,6 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-046,Capacitor de Trabajo 80 MFD 370V Dual,EL,Capacitores,Genérico,80-370-Dual,Capacitor Trabajo 80 MFD 370V Dual,80 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-047,Capacitor de Arranque 145-175 MFD 110V,EL,Capacitores,Genérico,145-175-110,Capacitor Arranque 145-175 MFD 110V,145-175 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-048,Capacitor de Arranque 378-440 MFD 110V,EL,Capacitores,Genérico,378-440-110,Capacitor Arranque 378-440 MFD 110V,378-440 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-049,Capacitor de Arranque 88-108 MFD 220V,EL,Capacitores,Genérico,88-108-220,Capacitor Arranque 88-108 MFD 220V,88-108 MFD,220V,,Arranque,Pieza,
EL-CAP-GEN-050,Capacitor de Trabajo 20+5 MFD 370V,EL,Capacitores,Genérico,20+5-370,Capacitor Trabajo 20+5 MFD 370V,20+5 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-051,Capacitor de Trabajo 4 MFD 370V,EL,Capacitores,Genérico,4-370,Capacitor Trabajo 4 MFD 370V,4 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-052,Capacitor de Trabajo 60 MFD 370V,EL,Capacitores,Genérico,60-370,Capacitor Trabajo 60 MFD 370V,60 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-053,Capacitor de Arranque 161-193 MFD 110V,EL,Capacitores,Genérico,161-193-110,Capacitor Arranque 161-193 MFD 110V,161-193 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-054,Capacitor de Arranque 400-480 MFD 110V,EL,Capacitores,Genérico,400-480-110,Capacitor Arranque 400-480 MFD 110V,400-480 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-055,Capacitor de Trabajo 10 MFD 370V,EL,Capacitores,Genérico,10-370,Capacitor Trabajo 10 MFD 370V,10 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-056,Capacitor de Trabajo 25 MFD 370V,EL,Capacitores,Genérico,25-370,Capacitor Trabajo 25 MFD 370V,25 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-057,Capacitor de Trabajo 40 MFD 370V,EL,Capacitores,Genérico,40-370,Capacitor Trabajo 40 MFD 370V,40 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-058,Capacitor de Trabajo 60+5 MFD 440V,EL,Capacitores,Genérico,60+5-440,Capacitor Trabajo 60+5 MFD 440V,60+5 MFD,440V,,Dual,Pieza,
EL-CAP-GEN-059,Capacitor de Arranque 189-227 MFD 110V,EL,Capacitores,Genérico,189-227-110,Capacitor Arranque 189-227 MFD 110V,189-227 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-060,Capacitor de Arranque 540-648 MFD 110V,EL,Capacitores,Genérico,540-648-110,Capacitor Arranque 540-648 MFD 110V,540-648 MFD,110V,,Arranque,Pieza,
EL-CAP-GEN-061,Capacitor de Trabajo 12 MFD 370V,EL,Capacitores,Genérico,12-370,Capacitor Trabajo 12 MFD 370V,12 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-062,Capacitor de Trabajo 25+5 MFD 370V,EL,Capacitores,Genérico,25+5-370,Capacitor Trabajo 25+5 MFD 370V,25+5 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-063,Capacitor de Trabajo 40+5 MFD 370V,EL,Capacitores,Genérico,40+5-370,Capacitor Trabajo 40+5 MFD 370V,40+5 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-064,Capacitor de Trabajo 7.5 MFD 370V,EL,Capacitores,Genérico,7.5-370,Capacitor Trabajo 7.5 MFD 370V,7.5 MFD,370V,,Trabajo,Pieza,
EL-CAP-GEN-065,Capacitor de Trabajo 30+4 MFD 440V,EL,Capacitores,Genérico,30+4-440,Capacitor Trabajo 30+4 MFD 440V,30+4 MFD,440V,,Dual,Pieza,
EL-CAP-GEN-066,Capacitor de Trabajo 85 MFD 440V,EL,Capacitores,Genérico,85-440,Capacitor Trabajo 85 MFD 440V,85 MFD,440V,,Trabajo,Pieza,
EL-CAP-GEN-067,Capacitor de Trabajo 35+7.5 MFD 370V,EL,Capacitores,Genérico,35+7.5-370,Capacitor Trabajo 35+7.5 MFD 370V,35+7.5 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-068,Capacitor de Trabajo 35+7.5 MFD 370V,EL,Capacitores,Genérico,35+7.5-370,Capacitor Trabajo 35+7.5 MFD 370V,35+7.5 MFD,370V,,Dual,Pieza,
EL-CAP-GEN-069,Capacitor de Trabajo 30+5 MFD 440V,EL,Capacitores,Genérico,30+5-440,Capacitor Trabajo 30+5 MFD 440V,30+5 MFD,440V,,Dual,Pieza,
EL-CAP-GEN-070,Capacitor de Trabajo 45 MFD 440V,EL,Capacitores,Genérico,45-440,Capacitor Trabajo 45 MFD 440V,45 MFD,440V,,Trabajo,Pieza,
EL-CAP-MAR-001,Capacitor de Arranque Mars 378-440 MFD 110V,EL,Capacitores,Mars,11923,Capacitor Arranque 378-440 MFD 110V,378-440 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-002,Capacitor de Arranque Mars 270-324 MFD 330V,EL,Capacitores,Mars,11970,Capacitor Arranque 270-324 MFD 330V,270-324 MFD,330V,,Arranque,Pieza,
EL-CAP-MAR-003,Capacitor de Trabajo Mars 40 MFD 370V,EL,Capacitores,Mars,12721,Capacitor Trabajo 40 MFD 370V,40 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-004,Capacitor de Trabajo Mars 60 MFD 370V,EL,Capacitores,Mars,12727,Capacitor Trabajo 60 MFD 370V,60 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-005,Capacitor Dual Mars 25+5 MFD 370V,EL,Capacitores,Mars,12761,Capacitor Dual 25+5 MFD 370V,25+5 MFD,370V,,Dual,Pieza,
EL-CAP-MAR-006,Capacitor Estado Sólido Mars 5 MFD 450V,EL,Capacitores,Mars,12388,Capacitor Estado Sólido 5 MFD 450V,5 MFD,450V,,Sólido,Pieza,
EL-CAP-MAR-007,Capacitor de Arranque Mars 400-480 MFD 110V,EL,Capacitores,Mars,11924,Capacitor Arranque 400-480 MFD 110V,400-480 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-008,Capacitor de Trabajo Mars 2 MFD 370V Ovalado,EL,Capacitores,Mars,12902,Capacitor Trabajo 2 MFD 370V Ovalado,2 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-009,Capacitor de Trabajo Mars 45 MFD 370V,EL,Capacitores,Mars,12723,Capacitor Trabajo 45 MFD 370V,45 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-010,Capacitor de Trabajo Mars 80 MFD 370V Ovalado,EL,Capacitores,Mars,12990,Capacitor Trabajo 80 MFD 370V Ovalado,80 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-011,Capacitor Dual Mars 30+5 MFD 370V,EL,Capacitores,Mars,12764,Capacitor Dual 30+5 MFD 370V,30+5 MFD,370V,,Dual,Pieza,
EL-CAP-MAR-012,Capacitor Estado Sólido Mars 6.0 MFD 450V,EL,Capacitores,Mars,12390,Capacitor Estado Sólido 6.0 MFD 450V,6.0 MFD,450V,,Sólido,Pieza,
EL-CAP-MAR-013,Capacitor de Arranque Mars 460-552 MFD 110V,EL,Capacitores,Mars,11925,Capacitor Arranque 460-552 MFD 110V,460-552 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-014,Capacitor de Trabajo Mars 3 MFD 370V Ovalado,EL,Capacitores,Mars,12903,Capacitor Trabajo 3 MFD 370V Ovalado,3 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-015,Capacitor de Trabajo Mars 55 MFD 370V,EL,Capacitores,Mars,12726,Capacitor Trabajo 55 MFD 370V,55 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-016,Capacitor de Trabajo Mars 10 MFD 370V Ovalado,EL,Capacitores,Mars,12908,Capacitor Trabajo 10 MFD 370V Ovalado,10 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-017,Capacitor de Trabajo Mars 80 MFD 370V Ovalado,EL,Capacitores,Mars,12990,Capacitor Trabajo 80 MFD 370V Ovalado,80 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-018,Capacitor Dual Mars 30+5 MFD 370V,EL,Capacitores,Mars,12764,Capacitor Dual 30+5 MFD 370V,30+5 MFD,370V,,Dual,Pieza,
EL-CAP-MAR-019,Capacitor Estado Sólido Mars 6.0 MFD 450V,EL,Capacitores,Mars,12390,Capacitor Estado Sólido 6.0 MFD 450V,6.0 MFD,450V,,Sólido,Pieza,
EL-CAP-MAR-020,Capacitor de Arranque Mars 460-552 MFD 110V,EL,Capacitores,Mars,11925,Capacitor Arranque 460-552 MFD 110V,460-552 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-021,Capacitor de Trabajo Mars 3 MFD 370V Ovalado,EL,Capacitores,Mars,12903,Capacitor Trabajo 3 MFD 370V Ovalado,3 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-022,Capacitor de Trabajo Mars 55 MFD 370V,EL,Capacitores,Mars,12726,Capacitor Trabajo 55 MFD 370V,55 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-023,Capacitor de Trabajo Mars 10 MFD 370V Ovalado,EL,Capacitores,Mars,12908,Capacitor Trabajo 10 MFD 370V Ovalado,10 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-024,Capacitor Dual Mars 35+5 MFD 370V,EL,Capacitores,Mars,12766,Capacitor Dual 35+5 MFD 370V,35+5 MFD,370V,,Dual,Pieza,
EL-CAP-MAR-025,Capacitor Dual Mars 30+7.5 MFD 370V,EL,Capacitores,Mars,12724,Capacitor Dual 30+7.5 MFD 370V,30+7.5 MFD,370V,,Dual,Pieza,
EL-CAP-MAR-026,Capacitor de Arranque Mars 108-130 MFD 110V,EL,Capacitores,Mars,11910,Capacitor Arranque 108-130 MFD 110V,108-130 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-027,Capacitor de Arranque Mars 540-648 MFD 110V,EL,Capacitores,Mars,11926,Capacitor Arranque 540-648 MFD 110V,540-648 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-028,Capacitor de Trabajo Mars 4 MFD 370V Ovalado,EL,Capacitores,Mars,12904,Capacitor Trabajo 4 MFD 370V Ovalado,4 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-029,Capacitor de Trabajo Mars 50 MFD 370V,EL,Capacitores,Mars,12725,Capacitor Trabajo 50 MFD 370V,50 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-030,Capacitor Dual Mars 55+7.5 MFD 370V Ovalado,EL,Capacitores,Mars,12855,Capacitor Dual 55+7.5 MFD 370V Ovalado,55+7.5 MFD,370V,,Dual,Pieza,
EL-CAP-MAR-031,Capacitor Estado Sólido Mars 1.0 MFD 450V,EL,Capacitores,Mars,12380,Capacitor Estado Sólido 1.0 MFD 450V,1.0 MFD,450V,,Sólido,Pieza,
EL-CAP-MAR-032,Capacitor de Trabajo Mars 70 MFD 370V,EL,Capacitores,Mars,12729,Capacitor Trabajo 70 MFD 370V,70 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-033,Capacitor de Arranque Mars 145-175 MFD 110V,EL,Capacitores,Mars,11913,Capacitor Arranque 145-175 MFD 110V,145-175 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-034,Capacitor de Arranque Mars 590-708 MFD 110V,EL,Capacitores,Mars,11927,Capacitor Arranque 590-708 MFD 110V,590-708 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-035,Capacitor de Trabajo Mars 5 MFD 370V Ovalado,EL,Capacitores,Mars,12905,Capacitor Trabajo 5 MFD 370V Ovalado,5 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-036,Capacitor de Trabajo Mars 12.5 MFD 440V Ovalado,EL,Capacitores,Mars,12933,Capacitor Trabajo 12.5 MFD 440V Ovalado,12.5 MFD,440V,,Trabajo,Pieza,
EL-CAP-MAR-037,Capacitor Dual Mars 40+5 MFD 370V,EL,Capacitores,Mars,12878,Capacitor Dual 40+5 MFD 370V,40+5 MFD,370V,,Dual,Pieza,
EL-CAP-MAR-038,Capacitor Estado Sólido Mars 1.5 MFD 450V,EL,Capacitores,Mars,12381,Capacitor Estado Sólido 1.5 MFD 450V,1.5 MFD,450V,,Sólido,Pieza,
EL-CAP-MAR-039,Capacitor de Trabajo Mars 25 MFD 440V Copeland,EL,Capacitores,Mars,12740,Capacitor Trabajo 25 MFD 440V Copeland,25 MFD,440V,,Trabajo,Pieza,
EL-CAP-MAR-040,Capacitor de Arranque Mars 189-227 MFD 110V,EL,Capacitores,Mars,11915,Capacitor Arranque 189-227 MFD 110V,189-227 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-041,Capacitor de Arranque Mars 88-108 MFD 220V,EL,Capacitores,Mars,11945,Capacitor Arranque 88-108 MFD 220V,88-108 MFD,220V,,Arranque,Pieza,
EL-CAP-MAR-042,Capacitor de Trabajo Mars 6 MFD 370V Ovalado,EL,Capacitores,Mars,12906,Capacitor Trabajo 6 MFD 370V Ovalado,6 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-043,Capacitor de Trabajo Mars 30 MFD 440V Ovalado Copeland,EL,Capacitores,Mars,12941,Capacitor Trabajo 30 MFD 440V Ovalado Copeland,30 MFD,440V,,Trabajo,Pieza,
EL-CAP-MAR-044,Capacitor Dual Mars 45+5 MFD 370V,EL,Capacitores,Mars,12769,Capacitor Dual 45+5 MFD 370V,45+5 MFD,370V,,Dual,Pieza,
EL-CAP-MAR-045,Capacitor Estado Sólido Mars 2.0 MFD 450V,EL,Capacitores,Mars,12382,Capacitor Estado Sólido 2.0 MFD 450V,2.0 MFD,450V,,Sólido,Pieza,
EL-CAP-MAR-046,Capacitor Dual Mars 35+4 MFD 440V,EL,Capacitores,Mars,12870,Capacitor Dual 35+4 MFD 440V,35+4 MFD,440V,,Dual,Pieza,
EL-CAP-MAR-047,Capacitor de Arranque Mars 216-259 MFD 110V,EL,Capacitores,Mars,11917,Capacitor Arranque 216-259 MFD 110V,216-259 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-048,Capacitor de Arranque Mars 108-130 MFD 220V,EL,Capacitores,Mars,11946,Capacitor Arranque 108-130 MFD 220V,108-130 MFD,220V,,Arranque,Pieza,
EL-CAP-MAR-049,Capacitor de Trabajo Mars 7.5 MFD 370V Ovalado,EL,Capacitores,Mars,12907,Capacitor Trabajo 7.5 MFD 370V Ovalado,7.5 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-050,Capacitor de Trabajo Mars 40 MFD 440V Ovalado Copeland,EL,Capacitores,Mars,12945,Capacitor Trabajo 40 MFD 440V Ovalado Copeland,40 MFD,440V,,Trabajo,Pieza,
EL-CAP-MAR-051,Capacitor de Trabajo Mars 15 MFD 370V Ovalado,EL,Capacitores,Mars,12910,Capacitor Trabajo 15 MFD 370V Ovalado,15 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-052,Capacitor Estado Sólido Mars 2.5 MFD 450V,EL,Capacitores,Mars,12383,Capacitor Estado Sólido 2.5 MFD 450V,2.5 MFD,450V,,Sólido,Pieza,
EL-CAP-MAR-053,Capacitor de Arranque Mars 233-292 MFD 110V,EL,Capacitores,Mars,11918,Capacitor Arranque 233-292 MFD 110V,233-292 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-054,Capacitor de Arranque Mars 145-175 MFD 330V Copeland,EL,Capacitores,Mars,11949,Capacitor Arranque 145-175 MFD 330V Copeland,145-175 MFD,330V,,Arranque,Pieza,
EL-CAP-MAR-055,Capacitor de Trabajo Mars 12.5 MFD 370V Ovalado,EL,Capacitores,Mars,12909,Capacitor Trabajo 12.5 MFD 370V Ovalado,12.5 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-056,Capacitor de Trabajo Mars 45 MFD 440V Ovalado Copeland,EL,Capacitores,Mars,12948,Capacitor Trabajo 45 MFD 440V Ovalado Copeland,45 MFD,440V,,Trabajo,Pieza,
EL-CAP-MAR-057,Capacitor de Trabajo Mars 25 MFD 370V,EL,Capacitores,Mars,12715,Capacitor Trabajo 25 MFD 370V,25 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-058,Capacitor Estado Sólido Mars 3.0 MFD 450V,EL,Capacitores,Mars,12384,Capacitor Estado Sólido 3.0 MFD 450V,3.0 MFD,450V,,Sólido,Pieza,
EL-CAP-MAR-059,Capacitor de Arranque Mars 270-324 MFD 110V,EL,Capacitores,Mars,11919,Capacitor Arranque 270-324 MFD 110V,270-324 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-060,Capacitor de Arranque Mars 145-175 MFD 330V Copeland,EL,Capacitores,Mars,11966,Capacitor Arranque 145-175 MFD 330V Copeland,145-175 MFD,330V,,Arranque,Pieza,
EL-CAP-MAR-061,Capacitor de Trabajo Mars 20 MFD 370V Ovalado,EL,Capacitores,Mars,12914,Capacitor Trabajo 20 MFD 370V Ovalado,20 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-062,Capacitor de Trabajo Mars 55 MFD 440V Copeland,EL,Capacitores,Mars,12752,Capacitor Trabajo 55 MFD 440V Copeland,55 MFD,440V,,Trabajo,Pieza,
EL-CAP-MAR-063,Capacitor de Trabajo Mars 35 MFD 370V Ovalado,EL,Capacitores,Mars,12918,Capacitor Trabajo 35 MFD 370V Ovalado,35 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-064,Capacitor Estado Sólido Mars 3.5 MFD 450V,EL,Capacitores,Mars,12385,Capacitor Estado Sólido 3.5 MFD 450V,3.5 MFD,450V,,Sólido,Pieza,
EL-CAP-MAR-065,Capacitor de Arranque Mars 340-408 MFD 110V,EL,Capacitores,Mars,11922,Capacitor Arranque 340-408 MFD 110V,340-408 MFD,110V,,Arranque,Pieza,
EL-CAP-MAR-066,Capacitor de Arranque Mars 186-227 MFD 330V Copeland,EL,Capacitores,Mars,11968,Capacitor Arranque 186-227 MFD 330V Copeland,186-227 MFD,330V,,Arranque,Pieza,
EL-CAP-MAR-067,Capacitor de Trabajo Mars 30 MFD 370V Ovalado,EL,Capacitores,Mars,12917,Capacitor Trabajo 30 MFD 370V Ovalado,30 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-068,Capacitor de Trabajo Mars 35+5 MFD 370V Ovalado,EL,Capacitores,Mars,12972,Capacitor Trabajo 35+5 MFD 370V Ovalado,35+5 MFD,370V,,Dual,Pieza,
EL-CAP-MAR-069,Capacitor de Trabajo Mars 20+5 MFD 370V Dual,EL,Capacitores,Mars,12760,Capacitor Trabajo 20+5 MFD 370V Dual,20+5 MFD,370V,,Dual,Pieza,
EL-CAP-MAR-070,Capacitor Estado Sólido Mars 4.0 MFD 450V,EL,Capacitores,Mars,12386,Capacitor Estado Sólido 4.0 MFD 450V,4.0 MFD,450V,,Sólido,Pieza,
EL-CAP-MAR-071,Capacitor de Trabajo Mars 7.5 MFD 440V,EL,Capacitores,Mars,12107,Capacitor Trabajo 7.5 MFD 440V,7.5 MFD,440V,,Trabajo,Pieza,
EL-CAP-MAR-072,Capacitor de Trabajo Mars 10 MFD 440V Ovalado,EL,Capacitores,Mars,12032,Capacitor Trabajo 10 MFD 440V Ovalado,10 MFD,440V,,Trabajo,Pieza,
EL-CAP-MAR-073,Capacitor de Trabajo Mars 60 MFD 370V,EL,Capacitores,Mars,12087,Capacitor Trabajo 60 MFD 370V,60 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-074,Capacitor de Trabajo Mars 70 MFD 370V,EL,Capacitores,Mars,12229,Capacitor Trabajo 70 MFD 370V,70 MFD,370V,,Trabajo,Pieza,
EL-CAP-MAR-075,Capacitor de Arranque Mars 43-56 MFD 220V,EL,Capacitores,Mars,11042,Capacitor Arranque 43-56 MFD 220V,43-56 MFD,220V,,Arranque,Pieza,
EL-CAP-MIR-001,Capacitor para Mirage MACC0511J 15 MFD 250V,EL,Capacitores,Mirage,33000048,Capacitor 15 MFD 250V,15 MFD,250V,,Marcha,Pieza,
EL-CAP-MIR-002,Capacitor para Motor Mirage 5 MFD 450V,EL,Capacitores,Mirage,CPC121B,Capacitor 5 MFD 450V para Motor,5 MFD,450V,,Motor,Pieza,
EL-CAP-MIR-003,Capacitor para Motor Mirage CPC090B,EL,Capacitores,Mirage,CPC090B,Capacitor para Motor CPC090B,N/A,N/A,,Motor,Pieza,
EL-CAP-MIR-004,Capacitor para Motor Mirage 8 MFD,EL,Capacitores,Mirage,CPC181B,Capacitor 8 MFD para Motor,8 MFD,N/A,,Motor,Pieza,
EL-CAP-MIR-005,Capacitor para Motor Mirage 5 MFD 450V,EL,Capacitores,Mirage,CPC121B,Capacitor 5 MFD 450V para Motor,5 MFD,450V,,Motor,Pieza,
EL-CAP-MIR-006,Capacitor para Motor Mirage CPC090B/CPF090B,EL,Capacitores,Mirage,CPC090B,"Capacitor para Motor CPC090B, CPF090B",N/A,N/A,,Motor,Pieza,
EL-CAP-MIR-007,Capacitor para Motor Mirage 8 MFD,EL,Capacitores,Mirage,CPC181B,Capacitor 8 MFD para Motor,8 MFD,N/A,,Motor,Pieza,
EL-CAP-MIR-008,Capacitor para Motor Mirage SMCC1221C,EL,Capacitores,Mirage,SMCC1221C,Capacitor para Motor SMCC1221C,N/A,N/A,,Motor,Pieza,
EL-CAP-MIR-009,Capacitor para Mirage SMCC1221D/SMCC1211F,EL,Capacitores,Mirage,SMCC1221D,"Capacitor para SMCC1221D, SMCC1211F",N/A,N/A,,Motor,Pieza,
EL-CAP-MIR-010,Capacitor para Compresor Mirage CPC121B,EL,Capacitores,Mirage,CPC121B,Capacitor 40 MFD para Compresor CPC121B,40 MFD,N/A,,Compresor,Pieza,
